epoch,classification_acc,classification_loss,loss,regression_acc,regression_loss,val_classification_acc,val_classification_loss,val_loss,val_regression_acc,val_regression_loss
35,0.9921615300483482,0.20453022489714068,1.205127804778343,0.2268924338006696,1.00059758300005,0.9732853228395636,0.2929868989370086,1.7941988869146868,0.20969076725569638,1.5012120008468628
36,0.9921668390201968,0.19947682347062023,1.169425373853639,0.22567131456940673,0.9699485523756161,0.9732877476648851,0.2968213612383062,1.829884561625394,0.21980509094216608,1.5330631787126714
37,0.9922022833380588,0.19018141453176043,1.1238444731679074,0.2247366376740988,0.9336630591126376,0.973296046257019,0.28782759268175473,1.8271322412924333,0.20101637528701263,1.5393046736717224
38,0.992219963392546,0.18346496537154497,1.082240682701732,0.21429856277482454,0.8987757172002349,0.973287517374212,0.2843210060488094,1.8109530102122913,0.20696337792006406,1.5266320000995288
39,0.9922303304422734,0.18188799181303314,1.0514014006354089,0.21863378679683043,0.8695134071763172,0.9732927896759727,0.2768375155600635,1.7506241039796309,0.21532577818090265,1.4737865924835205
40,0.9922476209873377,0.17621953486529893,1.0257185919340266,0.22029492042438928,0.8494990539065627,0.9733170839873228,0.28567367453466763,1.8097800504077564,0.19832117449153552,1.5241063724864612
41,0.9922597345917724,0.17012876696711363,0.9997876790720363,0.21403154418912046,0.8296589094192482,0.9733035022562201,0.2976785911755128,1.8179692084139043,0.20779040117155423,1.5202906185930425
42,0.9922782394082047,0.16644784232038398,0.9612972885370255,0.21166728636206583,0.794849447732748,0.973292434757406,0.29337159950624814,1.8240146474404768,0.18901680138978091,1.5306430567394604
43,0.9922866325738818,0.16307894480522983,0.9290795738613883,0.208347576388786,0.766000630897145,0.9733264446258545,0.27750634943897073,1.7820085232908076,0.2057053419676694,1.5045021826570684
44,0.9923128260429516,0.15392630395674428,0.8946665625932605,0.20691786801745726,0.7407402581600255,0.9733036187562075,0.28268066251819784,1.7975975383411755,0.19268780878999017,1.514916869727048
45,0.9923186319511991,0.15105103606054948,0.8677444087211476,0.20699362023625262,0.7166933730937713,0.9732904678041284,0.2898182990876111,1.7791005318815059,0.18971878493374045,1.4892822341485457
46,0.9923410256241643,0.1442490090767658,0.8525202017883922,0.20517992878029512,0.7082711913904478,0.9733115190809424,0.2994969805533236,1.8546694733879783,0.20331240648573096,1.5551724948666312
47,0.992348643236382,0.14270851375578447,0.826982399405435,0.20542090065604032,0.6842738899380661,0.9733013321052898,0.29498656771399756,1.835047884420915,0.19934546947479248,1.5400613275441257
48,0.9923837261144505,0.134307031779615,0.7873832824271779,0.20206018719215726,0.6530762494996537,0.9733135510574688,0.29111950912258844,1.804081759669564,0.18208789588375526,1.5129622437737205
49,0.9923928667639577,0.12962782099236583,0.7712150585166243,0.204618145646744,0.6415872353800508,0.973184195431796,0.3503040759400888,1.8969766985286365,0.20114435052329843,1.5466726232658734
50,0.992410417559535,0.12734832502035207,0.7574930648471034,0.20542062645734743,0.6301447407797326,0.9733085876161401,0.3185432709076188,1.8626367016272112,0.19205814125862988,1.5440934300422668
51,0.9924164514902026,0.12383114154515572,0.7260666884655176,0.2047200935871102,0.6022355490645697,0.9733155288479545,0.30584050105376676,1.8990056623112073,0.19060366600751877,1.5931651592254639
52,0.9924365084531696,0.11958965156660524,0.7129325845906901,0.204241486742746,0.5933429325042769,0.9733020500703291,0.3125778619538654,1.893225003372539,0.1993395435539159,1.5806471542878584
53,0.992444805974184,0.11613089077954375,0.6952615650587304,0.20481617662102677,0.5791306745174319,0.9733088585463437,0.3130173073573546,1.8907438570802861,0.19366786696694113,1.5777265239845624
54,0.9924496360296426,0.11471440376670555,0.6723280592366706,0.20169536370870678,0.5576136560980663,0.9733140116388147,0.3073697171427987,1.8326761289076372,0.18161872401833534,1.5253064090555364
55,0.9924536420162334,0.11293715554787669,0.6686133370669776,0.20570747909504314,0.5556761806960716,0.9732697904109955,0.32084513658827,1.8722611286423423,0.1874813728711822,1.5514160259203478
56,0.9924725567878678,0.10606332069132911,0.6418721653347792,0.2015451300282811,0.5358088439287141,0.9732599610632117,0.3299603353847157,1.8810780265114524,0.1938113272190094,1.5511176829988307
57,0.9924925596908082,0.10117023598489373,0.6216996779968572,0.1975902984308642,0.5205294434414354,0.9732792648402128,0.3327103358778087,1.842067458412864,0.18828261271119118,1.5093571056019177
58,0.9925052568662999,0.09840349944005179,0.6101932168699974,0.19890044066448545,0.5117897162603777,0.9732866016301241,0.34197833050381055,1.8916040442206643,0.19796668263998898,1.5496257055889477
59,0.9925123203632443,0.09558578060809957,0.5914942972188773,0.19808207668883857,0.49590851730385493,0.9733163931153037,0.32411543279886246,1.8816831491210244,0.1830791285769506,1.5575677210634404
60,0.9925157206003056,0.09447326246908931,0.5903246439127035,0.19796150489601977,0.495851379840873,0.9733152362433347,0.32884290408004413,1.8436663692647761,0.18635428222742947,1.514823480085893
61,0.9925257788841114,0.0904555065925558,0.5723256172482357,0.19780087479671768,0.4818701089987921,0.9733031690120697,0.33650127933783963,1.876018155704845,0.19388059662147003,1.5395168716257268
62,0.9925353495880614,0.08659456143978723,0.5613041869256385,0.20079561461542927,0.4747096268070299,0.9733165204524994,0.34571859951723705,1.8864399519833652,0.19336431947621432,1.5407213677059521
63,0.9925406395002853,0.08434960046826406,0.5494274597528369,0.19974937697136125,0.46507786162370857,0.973234929821708,0.3708478564565832,1.8702944788065823,0.18812352418899536,1.4994466169313951
64,0.9925505369901657,0.0809020631903306,0.5363462574260179,0.20056993592270586,0.45544419437646866,0.9732947268269279,0.3679493794387037,1.9481849724596196,0.20123266767371784,1.5802355787970803
65,0.992557373504306,0.08018297280813026,0.5312639759030453,0.20103728693238523,0.4510810032140377,0.9732922884550962,0.36441743035208096,1.9562258612025867,0.19109717282381924,1.5918084383010864
66,0.9925642207611439,0.07705985488326744,0.5152385865533075,0.19351622791484344,0.43817873186496803,0.9732807685028423,0.36212296783924103,1.894597123969685,0.17472815039482983,1.532474154775793
67,0.9925749215275742,0.07579833386076051,0.5128563467499822,0.19429733456913814,0.43705801076667256,0.9732504161921415,0.38684880191629584,1.9302782904018054,0.17735511233860796,1.5434294884855098
68,0.992574604098187,0.0741310878765098,0.4880530716374863,0.1936663630050282,0.4139219827430193,0.9732821800492026,0.3651489744132215,1.8911545547572048,0.1872691512107849,1.5260055607015437
69,0.9925873702348664,0.06878478899814708,0.480460396339727,0.1998677221668321,0.411675606789284,0.973324718800458,0.3632742776112123,1.8574923168529163,0.19352045858448202,1.494218040596355
70,0.9925876259803772,0.06729605858928936,0.46613217890262604,0.19943927020527596,0.3988361198368461,0.9733059785582803,0.36021522838960995,1.8801249970089307,0.1966189586303451,1.519909766587344
71,0.9926118514565534,0.06377104105601131,0.45765057994529257,0.20014118741071502,0.39387953913835594,0.9732650924812664,0.37665019726211374,1.8839234872297808,0.191917208108035,1.5072732838717373
72,0.992601970947066,0.06453631191276187,0.45246993195871976,0.19666228755268939,0.38793361940702725,0.9731823097575795,0.42155214568430727,1.9600018587979404,0.19150246612050317,1.538449696519158
73,0.992616975723311,0.060052479747249636,0.4465768620545088,0.19589294900381288,0.3865243815925232,0.9732761301777579,0.38073127750645985,1.8875452821904963,0.18975408646193417,1.5068140165372328
74,0.9926192542148191,0.05983499146261534,0.4221050549558429,0.20125808731414552,0.36227006343908086,0.9732984575358304,0.4057665751738982,1.9887912544337185,0.20844720574942502,1.5830246914516797
75,0.992615285307862,0.05883182126075723,0.4404348147123359,0.1991395058846751,0.38160299180552015,0.973215024579655,0.4204754199494015,1.9386219869960437,0.18760694495656274,1.5181465474042026
76,0.9926244703143142,0.05564963759118041,0.4244388526435508,0.19511417429461037,0.3687892139477785,0.9732441197742115,0.454614288427613,2.1020241759040137,0.19855415685610336,1.64740989966826
77,0.9926369141700656,0.05215097074721788,0.41764108247535175,0.1961525014146816,0.36549011202052584,0.9732657237486406,0.4219270036979155,1.9711444703015415,0.19382260739803314,1.549217473376881
78,0.9926287615021994,0.05415674467939277,0.41345027903484743,0.1938970283886721,0.3592935355250226,0.9732934399084612,0.4073927361856807,1.9274849458174272,0.1834756410257383,1.5200922028584913
79,0.9926347971655601,0.05362262282802095,0.4072000256977802,0.193258790775787,0.353577402095462,0.9732772572474047,0.4175702448595654,1.9524562521414324,0.1760083335367116,1.5348859998312863
80,0.9926467503226081,0.047982472005885006,0.38773674379254497,0.18957692159469738,0.33975427199241726,0.9732512425292622,0.4524724747646939,1.984029466455633,0.17854832248254257,1.5315569720484994
81,0.9926466376975526,0.04594209093903733,0.38414743092170983,0.19206470355044963,0.3382053400368191,0.9732989316636865,0.4608194333585826,2.0363006320866672,0.19977586445483295,1.575481187213551
82,0.9926491916872734,0.045307062522963036,0.37497352410194484,0.19302689110816912,0.3296664615356645,0.9733246483586051,0.42256480184468354,1.9375847307118503,0.17674743959849532,1.5150199451229789
83,0.9926611774189528,0.04320343705110772,0.3667173874239589,0.19023632994571396,0.32351395002631256,0.973175888711756,0.5111538571390238,2.0212414264678955,0.19617477262561972,1.5100875767794522
84,0.9926585562007372,0.042099213178897664,0.3635142540862394,0.194557249805955,0.321415041421735,0.9732282297177748,0.5001426576213404,2.11044258962978,0.19311656633561308,1.6102999204939061
85,0.9926647984011229,0.041050182200621725,0.3593068549972634,0.19242485508669255,0.3182566710856072,0.9732546995986592,0.49128868634050543,2.031888923861764,0.1917457404461774,1.5406002456491643
86,0.9926708021829295,0.03928380819080874,0.3475094313711621,0.19470244490130004,0.30822562175088153,0.9732236482880332,0.5021781575950709,2.0436418489976362,0.19674753533168274,1.5414636893705889
87,0.9926706684190173,0.038067293288402776,0.3426945780425571,0.19309533292124437,0.30462728527396227,0.9732962196523492,0.4516736262223937,1.985345271500674,0.17656936767426404,1.533671641891653
88,0.9926772124545519,0.03585150764258795,0.336639981023794,0.190356238030417,0.3007884732512541,0.9732034775343809,0.5479525632478974,2.0908016562461853,0.1929143870418722,1.5428490882570094
89,0.9926726170057474,0.03459718831013455,0.3318225585444029,0.19128483187320622,0.2972253698769004,0.9732975417917425,0.46566392413594504,1.9600471203977412,0.17655858837745406,1.4943832023577257
90,0.9926786062329315,0.03409434005693901,0.3311448043515516,0.1899319293713847,0.29705046515825184,0.9732669402252544,0.4973279738968069,2.007976672866128,0.197016527029601,1.5106486678123474
91,0.9926783570716547,0.035973172851426656,0.33494092177513035,0.18975018597272938,0.2989677495734636,0.9732846509326588,0.471889239820567,1.9709583629261365,0.1856505118987777,1.4990691271695225
92,0.9926807086828143,0.032933363014139065,0.3216900950254396,0.19219917500781458,0.28875673189759254,0.9733315191485665,0.45591935041275894,1.958215513012626,0.18618353286927397,1.5022961659864946
93,0.9926818782506988,0.03244933431838141,0.31934705021422966,0.18851979657314544,0.2868977149212083,0.9732314402406866,0.5750436996194449,2.1216706796125933,0.1816858151419596,1.5466269850730896
94,0.9926880501037421,0.030967338752478014,0.31099473996910937,0.1844513307130614,0.28002740200175796,0.9733040576631372,0.4867359684272246,2.0099758722565393,0.18364845182407985,1.5232399078932675
95,0.992681621465572,0.029660920288987716,0.3070170694832192,0.1887494543090809,0.27735614997529706,0.9732649326324463,0.521307609975338,2.0127068270336497,0.1827096390453252,1.491399193351919
96,0.9926913377157477,0.027441578064395417,0.2966495004677495,0.19102860389407292,0.2692079227850881,0.9732784818519246,0.5377275408668951,2.0986928072842685,0.1844152235849337,1.5609652643853968
97,0.9926846030839654,0.030982603819845893,0.30449911518845446,0.19028916868359544,0.2735165123676145,0.9733220149170269,0.4878587133505128,2.0099402882836084,0.17787570743398232,1.522081578319723
98,0.992699991825015,0.025013939472088634,0.2847836761800356,0.19020584225654602,0.259769736074431,0.973255989226428,0.5685639489780773,2.1191431392322886,0.18787650899453598,1.5505792038007216
99,0.992692650750626,0.026335843526054347,0.2814793553809787,0.18817947622995043,0.2551435118671073,0.973241158507087,0.5873135578903285,2.165962078354575,0.19286975061351602,1.5786485075950623
